ATC;Bezeichnung
L01CX01;L01CX01 Trabectedin
L01DA01;L01DA01 Dactinomycin
L01DB01;L01DB01 Doxorubicin
L01DB02;L01DB02 Daunorubicin
L01DB03;L01DB03 Epirubicin
L01DB04;L01DB04 Aclarubicin
L01DB05;L01DB05 Zorubicin
L01DB06;L01DB06 Idarubicin
L01DB07;L01DB07 Mitoxantron
L01DB08;L01DB08 Pirarubicin
L01DB09;L01DB09 Valrubicin
L01DB10;L01DB10 Amrubicin
L01DB11;L01DB11 Pixantron
L01DC01;L01DC01 Bleomycin
L01DC02;L01DC02 Plicamycin
L01DC03;L01DC03 Mitomycin
L01DC04;L01DC04 Ixabepilon
L01XA01;L01XA01 Cisplatin
L01XA02;L01XA02 Carboplatin
L01XA03;L01XA03 Oxaliplatin
L01XA04;L01XA04 Satraplatin
L01XA05;L01XA05 Polyplatillen
L01XB01;L01XB01 Procarbazin
L01XC01;L01XC01 Edrecolomab
L01XC02;L01XC02 Rituximab
L01XC03;L01XC03 Trastuzumab
L01XC04;L01XC04 Alemtuzumab
L01XC05;L01XC05 Gemtuzumab
L01XC06;L01XC06 Cetuximab
L01XC07;L01XC07 Bevacizumab
L01XC08;L01XC08 Panitumumab
L01XC09;L01XC09 Catumaxomab
L01XC10;L01XC10 Ofatumumab
L01XC11;L01XC11 Ipilimumab
L01XC12;L01XC12 Brentuximab vedotin
L01XD01;L01XD01 Porfimer natrium
L01XD03;L01XD03 Methylaminolevulinat
L01XD04;L01XD04 Aminolevulinsäure
L01XD05;L01XD05 Temoporfin
L01XD06;L01XD06 Efaproxiral
L01XE01;L01XE01 Imatinib
L01XE02;L01XE02 Gefitinib
L01XE03;L01XE03 Erlotinib
L01XE04;L01XE04 Sunitinib
L01XE05;L01XE05 Sorafenib
L01XE06;L01XE06 Dasatinib
L01XE07;L01XE07 Lapatinib
L01XE08;L01XE08 Nilotinib
L01XE09;L01XE09 Temsirolimus
L01XE10;L01XE10 Everolimus
L01XE11;L01XE11 Pazopanib
L01XE12;L01XE12 Vandetanib
L01XE13;L01XE13 Afatinib
L01XE14;L01XE14 Bosutinib
L01XE15;L01XE15 Vemurafenib
L01XE16;L01XE16 Crizotinib
L01XE17;L01XE17 Axitinib
L01XE18;L01XE18 Ruxolitinib
L01XX01;L01XX01 Amsacrin
L01XX02;L01XX02 Asparaginase
L01XX03;L01XX03 Altretamin
L01XX05;L01XX05 Hydroxycarbamid
L01XX07;L01XX07 Lonidamin
L01XX08;L01XX08 Pentostatin
L01XX09;L01XX09 Miltefosin
L01XX10;L01XX10 Masoprocol
L01XX11;L01XX11 Estramustin
L01XX14;L01XX14 Tretinoin
L01XX16;L01XX16 Mitoguazon
L01XX17;L01XX17 Topotecan
L01XX18;L01XX18 Tiazofurin
L01XX19;L01XX19 Irinotecan
L01XX22;L01XX22 Alitretinoin
L01XX23;L01XX23 Mitotan
L01XX24;L01XX24 Pegaspargase
L01XX25;L01XX25 Bexaroten
L01XX27;L01XX27 Arsentrioxid
L01XX29;L01XX29 Denileukin diftitox
L01XX32;L01XX32 Bortezomib
L01XX33;L01XX33 Celecoxib
L01XX35;L01XX35 Anagrelid
L01XX36;L01XX36 Oblimersen
L01XX37;L01XX37 Sitimagen ceradenovec
L01XX38;L01XX38 Vorinostat
L01XX39;L01XX39 Romidepsin
L01XX40;L01XX40 Omacetaxin mepesuccinat
L01XX41;L01XX41 Eribulin
L01XX42;L01XX42 Panobinostat
L02AA01;L02AA01 Diethylstilbestrol
L02AA02;L02AA02 Polyestradiolphosphat
L02AA03;L02AA03 Ethinylestradiol
L02AA04;L02AA04 Fosfestrol
L02AB01;L02AB01 Megestrol
L02AB02;L02AB02 Medroxyprogesteron
L02AB03;L02AB03 Gestonoron
L02AE01;L02AE01 Buserelin
L02AE02;L02AE02 Leuprorelin
L02AE03;L02AE03 Goserelin
L02AE04;L02AE04 Triptorelin
L02BA01;L02BA01 Tamoxifen
L02BA02;L02BA02 Toremifen
L02BA03;L02BA03 Fulvestrant
L02BB01;L02BB01 Flutamid
L02BB02;L02BB02 Nilutamid
L02BB03;L02BB03 Bicalutamid
L02BG01;L02BG01 Aminoglutethimid
L02BG02;L02BG02 Formestan
L02BG03;L02BG03 Anastrozol
L02BG04;L02BG04 Letrozol
L02BG05;L02BG05 Vorozol
L02BG06;L02BG06 Exemestan
L02BX01;L02BX01 Abarelix
L02BX02;L02BX02 Degarelix
L02BX03;L02BX03 Abirateron
L03AA02;L03AA02 Filgrastim
L03AA03;L03AA03 Molgramostim
L03AA09;L03AA09 Sargramostim
L03AA10;L03AA10 Lenograstim
L03AA12;L03AA12 Ancestim
L03AA13;L03AA13 Pegfilgrastim
L03AB01;L03AB01 Interferon alfa, natürlich
L03AB02;L03AB02 Interferon beta, natürlich
L03AB03;L03AB03 Interferon gamma
L03AB04;L03AB04 Interferon alfa-2a
L03AB05;L03AB05 Interferon alfa-2b
L03AB06;L03AB06 Interferon alfa-n1
L03AB07;L03AB07 Interferon beta-1a
L03AB08;L03AB08 Interferon beta-1b
L03AB09;L03AB09 Interferon alfacon-1
L03AB10;L03AB10 Peginterferon alfa-2b
L03AB11;L03AB11 Peginterferon alfa-2a
L03AB12;L03AB12 Albinterferon alfa-2b
L03AB60;L03AB60 Peginterferon alfa-2b, Kombinationen
L03AB61;L03AB61 Peginterferon alfa-2a, Kombinationen
L03AC01;L03AC01 Aldesleukin
L03AC02;L03AC02 Oprelvekin
L03AX01;L03AX01 Lentinan
L03AX02;L03AX02 Roquinimex
L03AX03;L03AX03 BCG-Impfstoff
L03AX04;L03AX04 Pegademase
L03AX05;L03AX05 Pidotimod
L03AX07;L03AX07 Poly I:C
L03AX08;L03AX08 Poly ICLC
L03AX09;L03AX09 Thymopentin
L03AX10;L03AX10 Immunocyanin
L03AX11;L03AX11 Tasonermin
L03AX12;L03AX12 Melanom-Impfstoff
L03AX13;L03AX13 Glatirameracetat
L03AX14;L03AX14 Histamin dihydrochlorid
L03AX15;L03AX15 Mifamurtid
L03AX16;L03AX16 Plerixafor
L03AX17;L03AX17 Sipuleucel-T
L04AA02;L04AA02 Muromonab-CD3
L04AA03;L04AA03 Antilymphozytäres Immunglobulin (Pferd)
L04AA04;L04AA04 Antithymozytäres Immunglobulin (Kaninchen)
L04AA06;L04AA06 Mycophenolsäure
L04AA10;L04AA10 Sirolimus
L04AA13;L04AA13 Leflunomid
L04AA15;L04AA15 Alefacept
L04AA18;L04AA18 Everolimus
L04AA19;L04AA19 Gusperimus
L04AA21;L04AA21 Efalizumab
L04AA22;L04AA22 Abetimus
L04AA23;L04AA23 Natalizumab
L04AA24;L04AA24 Abatacept
L04AA25;L04AA25 Eculizumab
L04AA26;L04AA26 Belimumab
L04AA27;L04AA27 Fingolimod
L04AA28;L04AA28 Belatacept
L04AB01;L04AB01 Etanercept
L04AB02;L04AB02 Infliximab
L04AB03;L04AB03 Afelimomab
L04AB04;L04AB04 Adalimumab
L04AB05;L04AB05 Certolizumab pegol
L04AB06;L04AB06 Golimumab
L04AC01;L04AC01 Daclizumab
L04AC02;L04AC02 Basiliximab
L04AC03;L04AC03 Anakinra
L04AC04;L04AC04 Rilonacept
L04AC05;L04AC05 Ustekinumab
L04AC06;L04AC06 Mepolizumab
L04AC07;L04AC07 Tocilizumab
L04AC08;L04AC08 Canakinumab
L04AC09;L04AC09 Briakinumab
L04AC10;L04AC10 Secukinumab
L04AD01;L04AD01 Ciclosporin
L04AD02;L04AD02 Tacrolimus
L04AD03;L04AD03 Voclosporin
L04AX01;L04AX01 Azathioprin
L04AX02;L04AX02 Thalidomid
L04AX03;L04AX03 Methotrexat
L04AX04;L04AX04 Lenalidomid
L04AX05;L04AX05 Pirfenidon
M01AA01;M01AA01 Phenylbutazon
M01AA02;M01AA02 Mofebutazon
M01AA03;M01AA03 Oxyphenbutazon
M01AA05;M01AA05 Clofezon
M01AA06;M01AA06 Kebuzon
M01AB01;M01AB01 Indometacin
M01AB02;M01AB02 Sulindac
M01AB03;M01AB03 Tolmetin
M01AB04;M01AB04 Zomepirac
M01AB05;M01AB05 Diclofenac
M01AB06;M01AB06 Alclofenac
M01AB07;M01AB07 Bumadizon
M01AB08;M01AB08 Etodolac
M01AB09;M01AB09 Lonazolac
M01AB10;M01AB10 Fentiazac
M01AB11;M01AB11 Acemetacin
M01AB12;M01AB12 Difenpiramid
M01AB13;M01AB13 Oxametacin
M01AB14;M01AB14 Proglumetacin
M01AB15;M01AB15 Ketorolac
M01AB16;M01AB16 Aceclofenac
M01AB17;M01AB17 Bufexamac
M01AB51;M01AB51 Indometacin, Kombinationen
M01AB55;M01AB55 Diclofenac, Kombinationen
M01AC01;M01AC01 Piroxicam
M01AC02;M01AC02 Tenoxicam
M01AC04;M01AC04 Droxicam
M01AC05;M01AC05 Lornoxicam
M01AC06;M01AC06 Meloxicam
M01AC56;M01AC56 Meloxicam, Kombinationen
M01AE01;M01AE01 Ibuprofen
M01AE02;M01AE02 Naproxen
M01AE03;M01AE03 Ketoprofen
M01AE04;M01AE04 Fenoprofen
M01AE05;M01AE05 Fenbufen
M01AE06;M01AE06 Benoxaprofen
M01AE07;M01AE07 Suprofen
M01AE08;M01AE08 Pirprofen
M01AE09;M01AE09 Flurbiprofen
M01AE10;M01AE10 Indoprofen
M01AE11;M01AE11 Tiaprofensäure
M01AE12;M01AE12 Oxaprozin
M01AE13;M01AE13 Ibuproxam
M01AE14;M01AE14 Dexibuprofen
M01AE15;M01AE15 Flunoxaprofen
M01AE16;M01AE16 Alminoprofen
M01AE17;M01AE17 Dexketoprofen
M01AE18;M01AE18 Naproxcinod
M01AE51;M01AE51 Ibuprofen, Kombinationen
M01AE52;M01AE52 Naproxen und Esomeprazol
M01AE53;M01AE53 Ketoprofen, Kombinationen
M01AE56;M01AE56 Naproxen und Misoprostol
M01AG01;M01AG01 Mefenaminsäure
M01AG02;M01AG02 Tolfenaminsäure
M01AG03;M01AG03 Flufenaminsäure
M01AG04;M01AG04 Meclofenaminsäure
M01AH01;M01AH01 Celecoxib
M01AH02;M01AH02 Rofecoxib
M01AH03;M01AH03 Valdecoxib
M01AH04;M01AH04 Parecoxib
M01AH05;M01AH05 Etoricoxib
M01AH06;M01AH06 Lumiracoxib
M01AX01;M01AX01 Nabumeton
M01AX02;M01AX02 Nifluminsäure
M01AX04;M01AX04 Azapropazon
M01AX05;M01AX05 Glucosamin
M01AX07;M01AX07 Benzydamin
M01AX12;M01AX12 Glukosaminoglycanpolysulfat
M01AX13;M01AX13 Proquazon
M01AX14;M01AX14 Orgotein
M01AX17;M01AX17 Nimesulid
M01AX18;M01AX18 Feprazon
M01AX21;M01AX21 Diacerein
M01AX22;M01AX22 Morniflumat
M01AX23;M01AX23 Tenidap
M01AX24;M01AX24 Oxaceprol
M01AX25;M01AX25 Chondroitinsulfat
M01AX26;M01AX26 Avocado und Sojabohnenöl, unverseift
M01AX68;M01AX68 Feprazon, Kombinationen
M01BA01;M01BA01 Phenylbutazon und Corticosteroide
M01BA02;M01BA02 Dipyrocetyl und Corticosteroide
M01BA03;M01BA03 Acetylsalicylsäure und Corticosteroide
M01CA03;M01CA03 Oxycinchophen
M01CB01;M01CB01 Natriumaurothiomalat
M01CB02;M01CB02 Natriumaurothiosulfat
M01CB03;M01CB03 Auranofin
M01CB04;M01CB04 Aurothioglucose
M01CB05;M01CB05 Aurotioprol
M01CC01;M01CC01 Penicillamin
M01CC02;M01CC02 Bucillamin
M02AA01;M02AA01 Phenylbutazon
M02AA02;M02AA02 Mofebutazon
M02AA03;M02AA03 Clofezon
M02AA04;M02AA04 Oxyphenbutazon
M02AA05;M02AA05 Benzydamin
M02AA06;M02AA06 Etofenamat
M02AA07;M02AA07 Piroxicam
M02AA08;M02AA08 Felbinac
M02AA09;M02AA09 Bufexamac
M02AA10;M02AA10 Ketoprofen
M02AA11;M02AA11 Bendazac
M02AA12;M02AA12 Naproxen
M02AA13;M02AA13 Ibuprofen
M02AA14;M02AA14 Fentiazac
M02AA15;M02AA15 Diclofenac
M02AA16;M02AA16 Feprazon
M02AA17;M02AA17 Nifluminsäure
M02AA18;M02AA18 Meclofenaminsäure
M02AA19;M02AA19 Flurbiprofen
M02AA21;M02AA21 Tolmetin
M02AA22;M02AA22 Suxibuzon
M02AA23;M02AA23 Indometacin
M02AA24;M02AA24 Nifenazon
M02AA25;M02AA25 Aceclofenac
M02AA26;M02AA26 Nimesulid
M02AB01;M02AB01 Capsaicin
M02AB02;M02AB02 Zucapsaicin
M02AX02;M02AX02 Tolazolin
M02AX03;M02AX03 Dimethylsulfoxid
M02AX05;M02AX05 Idrocilamid
M02AX10;M02AX10 Verschiedene
M03AA01;M03AA01 Alcuronium
M03AA02;M03AA02 Tubocurarin
M03AA04;M03AA04 Dimethyltubocurarin
M03AB01;M03AB01 Suxamethonium
M03AC01;M03AC01 Pancuronium
M03AC02;M03AC02 Gallamin
M03AC03;M03AC03 Vecuronium
M03AC04;M03AC04 Atracurium
M03AC05;M03AC05 Hexafluronium
M03AC06;M03AC06 Pipecuroniumbromid
M03AC07;M03AC07 Doxacuriumchlorid
M03AC08;M03AC08 Fazadiniumbromid
M03AC09;M03AC09 Rocuroniumbromid
M03AC10;M03AC10 Mivacuriumchlorid
M03AC11;M03AC11 Cisatracurium
M03AX01;M03AX01 Botulinumtoxin
M03BA01;M03BA01 Phenprobamat
M03BA02;M03BA02 Carisoprodol
M03BA03;M03BA03 Methocarbamol
M03BA04;M03BA04 Styramat
M03BA05;M03BA05 Febarbamat
M03BA51;M03BA51 Phenprobamat, Kombinationen exkl. Psycholeptika
M03BA52;M03BA52 Carisoprodol, Kombinationen exkl. Psycholeptika
M03BA53;M03BA53 Methocarbamol, Kombinationen exkl. Psycholeptika
M03BA71;M03BA71 Phenprobamat, Kombinationen mit Psycholeptika
M03BA72;M03BA72 Carisoprodol, Kombinationen mit Psycholeptika
M03BA73;M03BA73 Methocarbamol, Kombinationen mit Psycholeptika
M03BB02;M03BB02 Chlormezanon
M03BB03;M03BB03 Chlorzoxazon
M03BB52;M03BB52 Chlormezanon, Kombinationen exkl. Psycholeptika
M03BB53;M03BB53 Chlorzoxazon, Kombinationen exkl. Psycholeptika
M03BB72;M03BB72 Chlormezanon, Kombinationen mit Psycholeptika
M03BB73;M03BB73 Chlorzoxazon, Kombinationen mit Psycholeptika
M03BC01;M03BC01 Orphenadrin (citrat)
M03BC51;M03BC51 Orphenadrin, Kombinationen
M03BX01;M03BX01 Baclofen
M03BX02;M03BX02 Tizanidin
M03BX03;M03BX03 Pridinol
M03BX04;M03BX04 Tolperison
M03BX05;M03BX05 Thiocolchicosid
M03BX06;M03BX06 Mephenesin
M03BX07;M03BX07 Tetrazepam
M03BX08;M03BX08 Cyclobenzaprin
M03BX09;M03BX09 Eperison
M03BX30;M03BX30 Fenyramidol
M03CA01;M03CA01 Dantrolen
M04AA01;M04AA01 Allopurinol
M04AA02;M04AA02 Tisopurin
M04AA03;M04AA03 Febuxostat
M04AA51;M04AA51 Allopurinol, Kombinationen
M04AB01;M04AB01 Probenecid
M04AB02;M04AB02 Sulfinpyrazon
M04AB03;M04AB03 Benzbromaron
M04AB04;M04AB04 Isobromindion
M04AC01;M04AC01 Colchicin
M04AC02;M04AC02 Cinchophen
M04AX01;M04AX01 Uratoxidase
M04AX02;M04AX02 Pegloticase
M05BA01;M05BA01 Etidronsäure
M05BA02;M05BA02 Clodronsäure
M05BA03;M05BA03 Pamidronsäure
M05BA04;M05BA04 Alendronsäure
M05BA05;M05BA05 Tiludronsäure
M05BA06;M05BA06 Ibandronsäure
M05BA07;M05BA07 Risedronsäure
M05BA08;M05BA08 Zoledronsäure
M05BB01;M05BB01 Etidronsäure und Calcium, Sequenzialpräparate
M05BB02;M05BB02 Risedronsäure und Calcium, Sequenzialpräparate
M05BB03;M05BB03 Alendronsäure und Colecalciferol
M05BB04;M05BB04 Risedronsäure, Calcium und Colecalciferol, Sequenzialpräparate
M05BB05;M05BB05 Alendronsäure, Calcium und Colecalciferol, Sequenzialpräparate
M05BC01;M05BC01 Dibotermin alfa
M05BC02;M05BC02 Eptotermin alfa
M05BX01;M05BX01 Ipriflavon
M05BX02;M05BX02 Aluminiumhydroxychlorid
M05BX03;M05BX03 Strontium ranelat
M05BX04;M05BX04 Denosumab
M09AA01;M09AA01 Hydrochinin
M09AA72;M09AA72 Chinin, Kombinationen mit Psycholeptika
M09AB01;M09AB01 Chymopapain
M09AB02;M09AB02 Kollagenase aus Clostridium histolyticum
M09AB52;M09AB52 Trypsin, Kombinationen
M09AX01;M09AX01 Hyaluronsäure
M09AX02;M09AX02 Chondrozyten, autolog
N01AA01;N01AA01 Diethylether
N01AA02;N01AA02 Vinylether
N01AB01;N01AB01 Halothan
N01AB02;N01AB02 Chloroform
N01AB04;N01AB04 Enfluran
N01AB05;N01AB05 Trichlorethylen
N01AB06;N01AB06 Isofluran
N01AB07;N01AB07 Desfluran
N01AB08;N01AB08 Sevofluran
N01AF01;N01AF01 Methohexital
N01AF02;N01AF02 Hexobarbital
N01AF03;N01AF03 Thiopental
N01AG01;N01AG01 Narcobarbital
N01AH01;N01AH01 Fentanyl
N01AH02;N01AH02 Alfentanil
N01AH03;N01AH03 Sufentanil
N01AH04;N01AH04 Phenoperidin
N01AH05;N01AH05 Anileridin
N01AH06;N01AH06 Remifentanil
N01AH51;N01AH51 Fentanyl, Kombinationen
N01AX01;N01AX01 Droperidol
N01AX03;N01AX03 Ketamin
N01AX04;N01AX04 Propanidid
N01AX05;N01AX05 Alfaxalon
N01AX07;N01AX07 Etomidate
N01AX10;N01AX10 Propofol
N01AX11;N01AX11 Natriumoxybat
N01AX13;N01AX13 Distickstoffmonoxid
N01AX14;N01AX14 Esketamin
N01AX15;N01AX15 Xenon
N01AX63;N01AX63 Distickstoffmonoxid, Kombinationen
N01BA01;N01BA01 Metabutethamin
N01BA02;N01BA02 Procain
N01BA03;N01BA03 Tetracain
N01BA04;N01BA04 Chloroprocain
N01BA05;N01BA05 Benzocain
N01BA52;N01BA52 Procain, Kombinationen
N01BB01;N01BB01 Bupivacain
N01BB02;N01BB02 Lidocain
N01BB03;N01BB03 Mepivacain
N01BB04;N01BB04 Prilocain
N01BB05;N01BB05 Butanilicain
N01BB06;N01BB06 Cinchocain
N01BB07;N01BB07 Etidocain
N01BB08;N01BB08 Articain
N01BB09;N01BB09 Ropivacain
N01BB10;N01BB10 Levobupivacain
N01BB20;N01BB20 Kombinationen
N01BB51;N01BB51 Bupivacain, Kombinationen
N01BB52;N01BB52 Lidocain, Kombinationen
N01BB53;N01BB53 Mepivacain, Kombinationen
N01BB54;N01BB54 Prilocain, Kombinationen
N01BB57;N01BB57 Etidocain, Kombinationen
N01BB58;N01BB58 Articain, Kombinationen
N01BC01;N01BC01 Cocain
N01BX01;N01BX01 Ethylchlorid
N01BX02;N01BX02 Dyclonin
N01BX03;N01BX03 Phenol
N01BX04;N01BX04 Capsaicin
N02AA01;N02AA01 Morphin
N02AA02;N02AA02 Opium
N02AA03;N02AA03 Hydromorphon
N02AA04;N02AA04 Nicomorphin
N02AA05;N02AA05 Oxycodon
N02AA08;N02AA08 Dihydrocodein
N02AA09;N02AA09 Diamorphin
N02AA10;N02AA10 Papaveretum
N02AA51;N02AA51 Morphin, Kombinationen
N02AA55;N02AA55 Oxycodon, Kombinationen
N02AA58;N02AA58 Dihydrocodein, Kombinationen
N02AA59;N02AA59 Codein, Kombinationen exkl. Psycholeptika
N02AA79;N02AA79 Codein, Kombinationen mit Psycholeptika
N02AB01;N02AB01 Ketobemidon
N02AB02;N02AB02 Pethidin
N02AB03;N02AB03 Fentanyl
N02AB52;N02AB52 Pethidin, Kombinationen exkl. Psycholeptika
N02AB72;N02AB72 Pethidin, Kombinationen mit Psycholeptika
N02AC01;N02AC01 Dextromoramid
N02AC03;N02AC03 Piritramid
N02AC04;N02AC04 Dextropropoxyphen
N02AC05;N02AC05 Bezitramid
N02AC52;N02AC52 Methadon, Kombinationen exkl. Psycholeptika
N02AC54;N02AC54 Dextropropoxyphen, Kombinationen exkl. Psycholeptika
N02AC74;N02AC74 Dextropropoxyphen, Kombinationen mit Psycholeptika
N02AD01;N02AD01 Pentazocin
N02AD02;N02AD02 Phenazocin
N02AE01;N02AE01 Buprenorphin
N02AF01;N02AF01 Butorphanol
N02AF02;N02AF02 Nalbufin
N02AG01;N02AG01 Morphin mit Spasmolytika
N02AG02;N02AG02 Ketobemidon mit Spasmolytika
N02AG03;N02AG03 Pethidin mit Spasmolytika
N02AG04;N02AG04 Hydromorphon mit Spasmolytika
N02AX01;N02AX01 Tilidin
N02AX02;N02AX02 Tramadol
N02AX03;N02AX03 Dezocin
N02AX05;N02AX05 Meptazinol
N02AX06;N02AX06 Tapentadol
N02AX52;N02AX52 Tramadol, Kombinationen
N02BA01;N02BA01 Acetylsalicylsäure
N02BA02;N02BA02 Aloxiprin
N02BA03;N02BA03 Cholinsalicylat
N02BA04;N02BA04 Natriumsalicylat
N02BA05;N02BA05 Salicylamid
N02BA06;N02BA06 Salsalat
N02BA07;N02BA07 Ethenzamid
N02BA08;N02BA08 Morpholinsalicylat
N02BA09;N02BA09 Dipyrocetyl
N02BA10;N02BA10 Benorilat
N02BA11;N02BA11 Diflunisal
N02BA12;N02BA12 Kaliumsalicylat
N02BA14;N02BA14 Guacetisal
N02BA15;N02BA15 Carbasalat calcium
N02BA16;N02BA16 Imidazolsalicylat
N02BA51;N02BA51 Acetylsalicylsäure, Kombinationen exkl. Psycholeptika
N02BA55;N02BA55 Salicylamid, Kombinationen exkl. Psycholeptika
N02BA57;N02BA57 Ethenzamid, Kombinationen exkl. Psycholeptika
N02BA59;N02BA59 Dipyrocetyl, Kombinationen exkl. Psycholeptika
N02BA65;N02BA65 Carbasalat calcium, Kombinationen exkl. Psycholeptika
N02BA71;N02BA71 Acetylsalicylsäure, Kombinationen mit Psycholeptika
N02BA75;N02BA75 Salicylamid, Kombinationen mit Psycholeptika
N02BA77;N02BA77 Ethenzamid, Kombinationen mit Psycholeptika
N02BA79;N02BA79 Dipyrocetyl, Kombinationen mit Psycholeptika
N02BB01;N02BB01 Phenazon
N02BB02;N02BB02 Metamizol-Natrium
N02BB03;N02BB03 Aminophenazon
N02BB04;N02BB04 Propyphenazon
N02BB05;N02BB05 Nifenazon
N02BB51;N02BB51 Phenazon, Kombinationen exkl. Psycholeptika
N02BB52;N02BB52 Metamizol-Natrium, Kombinationen exkl. Psycholeptika
N02BB53;N02BB53 Aminophenazon, Kombinationen exkl. Psycholeptika
N02BB54;N02BB54 Propyphenazon, Kombinationen exkl. Psycholeptika
N02BB71;N02BB71 Phenazon, Kombinationen mit Psycholeptika
N02BB72;N02BB72 Metamizol-Natrium, Kombinationen mit Psycholeptika
N02BB73;N02BB73 Aminophenazon, Kombinationen mit Psycholeptika
N02BB74;N02BB74 Propyphenazon, Kombinationen mit Psycholeptika
N02BE01;N02BE01 Paracetamol
N02BE03;N02BE03 Phenacetin
N02BE04;N02BE04 Bucetin
N02BE05;N02BE05 Propacetamol
N02BE51;N02BE51 Paracetamol, Kombinationen exkl. Psycholeptika
N02BE53;N02BE53 Phenacetin, Kombinationen exkl. Psycholeptika
N02BE54;N02BE54 Bucetin, Kombinationen exkl. Psycholeptika
N02BE71;N02BE71 Paracetamol, Kombinationen mit Psycholeptika
N02BE73;N02BE73 Phenacetin, Kombinationen mit Psycholeptika
N02BE74;N02BE74 Bucetin, Kombinationen mit Psycholeptika
N02BG02;N02BG02 Rimazolium
N02BG03;N02BG03 Glafenin
N02BG04;N02BG04 Floctafenin
N02BG05;N02BG05 Viminol
N02BG06;N02BG06 Nefopam
N02BG07;N02BG07 Flupirtin
N02BG08;N02BG08 Ziconotid
N02BG09;N02BG09 Methoxyfluran
N02BG10;N02BG10 Nabiximols
N02CA01;N02CA01 Dihydroergotamin
N02CA02;N02CA02 Ergotamin
N02CA04;N02CA04 Methysergid
N02CA07;N02CA07 Lisurid
N02CA51;N02CA51 Dihydroergotamin, Kombinationen
N02CA52;N02CA52 Ergotamin, Kombinationen exkl. Psycholeptika
N02CA72;N02CA72 Ergotamin, Kombinationen mit Psycholeptika
N02CB01;N02CB01 Flumedroxon
N02CC01;N02CC01 Sumatriptan
N02CC02;N02CC02 Naratriptan
N02CC03;N02CC03 Zolmitriptan
N02CC04;N02CC04 Rizatriptan
N02CC05;N02CC05 Almotriptan
N02CC06;N02CC06 Eletriptan
N02CC07;N02CC07 Frovatriptan
N02CX01;N02CX01 Pizotifen
N02CX02;N02CX02 Clonidin
N02CX03;N02CX03 Iprazochrom
N02CX05;N02CX05 Dimetotiazin
N02CX06;N02CX06 Oxetoron
N03AA01;N03AA01 Methylphenobarbital
N03AA02;N03AA02 Phenobarbital
N03AA03;N03AA03 Primidon
N03AA04;N03AA04 Barbexaclon
N03AA30;N03AA30 Metharbital
N03AB01;N03AB01 Ethotoin
N03AB02;N03AB02 Phenytoin
N03AB03;N03AB03 Amino(diphenylhydantoin)valeriansäure
N03AB04;N03AB04 Mephenytoin
N03AB05;N03AB05 Fosphenytoin
N03AB52;N03AB52 Phenytoin, Kombinationen
N03AB54;N03AB54 Mephenytoin, Kombinationen
N03AC01;N03AC01 Paramethadion
N03AC02;N03AC02 Trimethadion
N03AC03;N03AC03 Ethadion
N03AD01;N03AD01 Ethosuximid
N03AD02;N03AD02 Phensuximid
N03AD03;N03AD03 Mesuximid
N03AD51;N03AD51 Ethosuximid, Kombinationen
N03AE01;N03AE01 Clonazepam
N03AF01;N03AF01 Carbamazepin
N03AF02;N03AF02 Oxcarbazepin
N03AF03;N03AF03 Rufinamid
N03AF04;N03AF04 Eslicarbazepin
N03AG01;N03AG01 Valproinsäure
N03AG02;N03AG02 Valpromid
N03AG03;N03AG03 Aminobuttersäure
N03AG04;N03AG04 Vigabatrin
N03AG05;N03AG05 Progabid
N03AG06;N03AG06 Tiagabin
N03AX03;N03AX03 Sultiam
N03AX07;N03AX07 Phenacemid
N03AX09;N03AX09 Lamotrigin
N03AX10;N03AX10 Felbamat
N03AX11;N03AX11 Topiramat
N03AX12;N03AX12 Gabapentin
N03AX13;N03AX13 Pheneturid
N03AX14;N03AX14 Levetiracetam
N03AX15;N03AX15 Zonisamid
N03AX16;N03AX16 Pregabalin
N03AX17;N03AX17 Stiripentol
N03AX18;N03AX18 Lacosamid
N03AX19;N03AX19 Carisbamat
N03AX21;N03AX21 Retigabin
N03AX22;N03AX22 Perampanel
N03AX30;N03AX30 Beclamid
N04AA01;N04AA01 Trihexyphenidyl
N04AA02;N04AA02 Biperiden
N04AA03;N04AA03 Metixen
N04AA04;N04AA04 Procyclidin
N04AA05;N04AA05 Profenamin
N04AA08;N04AA08 Dexetimid
N04AA09;N04AA09 Phenglutarimid
N04AA10;N04AA10 Mazaticol
N04AA11;N04AA11 Bornaprin
N04AA12;N04AA12 Tropatepin
N04AB01;N04AB01 Etanautin
N04AB02;N04AB02 Orphenadrin (chlorid)
N04AC01;N04AC01 Benzatropin
N04AC30;N04AC30 Etybenzatropin
N04BA01;N04BA01 Levodopa
N04BA02;N04BA02 Levodopa und Decarboxylasehemmer
N04BA03;N04BA03 Levodopa, Decarboxylasehemmer und COMT-Hemmer
N04BA04;N04BA04 Melevodopa
N04BA05;N04BA05 Melevodopa und Decarboxylasehemmer
N04BA06;N04BA06 Etilevodopa und Decarboxylasehemmer
N04BB01;N04BB01 Amantadin
N04BC01;N04BC01 Bromocriptin
N04BC02;N04BC02 Pergolid
N04BC03;N04BC03 Dihydroergocryptinmesilat
N04BC04;N04BC04 Ropinirol
N04BC05;N04BC05 Pramipexol
N04BC06;N04BC06 Cabergolin
N04BC07;N04BC07 Apomorphin
N04BC08;N04BC08 Piribedil
